name,address,unit,group
Our Place Confectionary - Food Take Out,1157 People's Rd Sault Ste. Marie ON P6C 3W4,algoma,treatment
Out To Munch - Food Take Out,200 McNabb St Sault Ste. Marie ON P6B 1Y4,algoma,treatment
Outtakes Backstage Bistro - Food Take Out,293 Bay St Sault Ste Marie ON,algoma,treatment
Pasta Villa - Food Take Out,253 Trunk Road Sault Ste. Marie ON P6A 3S7,algoma,treatment
Pino's Starbucks - Food Take Out,219 Trunk Rd Sault Ste. Marie ON P6A 3S7,algoma,treatment
Pisa Pizza West - Food Take Out,651 Second Line W Sault Ste. Marie ON P6C 2K8,algoma,treatment
Pizza Hut - Food Take Out,153 Great Northern Rd Sault Ste. Marie ON P6B 4Y9,algoma,treatment
Quesada Burritos & Tacos - Food Take Out,153 Great Northern Road Sault Ste. Marie ON P6B 4Y9,algoma,treatment
Raku Sushi - Food Take Out,446 Great Northern Road Sault Ste Marie P6B 4Z9,algoma,treatment
Ricardo's Big Slice - Food Take Out,293 Bay Street Sault Ste. Marie ON P6A 1X3,algoma,treatment
Ritchie Falls Resort - Food Take Out,Box 850 Massey ON P0P 1S0 Canada,algoma,treatment
RJ's Market - Food Take Out,238 Wellington St W Sault Ste. Marie ON P6A 1H8,algoma,treatment
Rome's Independent Grocer - Food Take Out,44 Great Northern Rd Sault Ste. Marie ON P6B 4Y5,algoma,treatment
Roxy Bowling Centre LTD - Food Take Out,49 Broadway Ave Wawa ON P0S 1K0,algoma,treatment
Sweet Greetings - Food Take Out,275 Second Line West Sault Ste Marie ON P6A 1Z5,algoma,treatment
Taco Bell - Food Take Out,293 Bay St Sault Ste. Marie ON P6A 1X3,algoma,treatment
That Fruit Place - Food Take Out,805 Queen Street E Sault Ste Marie ON P6A 2A8,algoma,treatment
The Village Inn Diner - Food Take Out,22337-Highway 17 E Iron Bridge ON P0R 1H0,algoma,treatment
The Yellow Butterfly Trading Post Cafe - Food Take Out,21467-Highway 17 Iron Bridge ON P0R 1H0,algoma,treatment
Thessalon Arena Canteen - Food Take Out,132 Main St Thessalon ON P0R 1L0,algoma,treatment
Tim Hortons - Food Take Out,442 Bruce St Sault Ste Marie ON P6B 2T9,algoma,treatment
Tim Hortons - Sault Area Hospital - Food Take Out,750 Great Northern Rd Sault Ste. Marie ON P6B 0A8,algoma,treatment
Tim Hortons (Esso) - Food Take Out,498-Causley St Blind River ON P0R 1B0,algoma,treatment
Topper's Pizza - Food Take Out,151 Hillside Dr S Elliot Lake ON P5A 2T2,algoma,treatment
Topper's Pizza - Food Take Out,6-143 Great Northern Road Sault Ste. Marie ON P6B 4Y1,algoma,treatment
Twilight Taters and Convenience Store - Food Take Out,"1 Twilight Road, Highway 17 N Montreal River ON P0S 1H0",algoma,treatment
Village Bakery - Food Take Out,3187 Highway 17 E Echo Bay ON P0S 1C0,algoma,treatment
Voyageur's General Store - Food Take Out,11048 Highway 17 N Batchawana ON P0S 1A0,algoma,treatment
Walmart Canada Corporation - Food Take Out,446 Great Northern Rd Sault Ste. Marie ON P6B 4Z9,algoma,treatment
WC Eaket Breakfast Club - Food Take Out,147-Woodward Blind River ON P0R 1B0,algoma,treatment
Wok Express - Food Take Out,44 Great Northern Rd Sault Ste. Marie ON P6B 4Y5,algoma,treatment
2 Rivers,25 Grand River St N. Paris ON N3L 1C9,brant,control
A & W Restaurant,30 Lynden Rd Brantford ON N3R 8A4,brant,control
A & W Restaurant,72 King George Rd Brantford ON N3R 6K7,brant,control
Abigail Tea House,2 Main St. S St. George ON,brant,control
Abigail's Bakery & Express,153 West St Brantford ON N3T 6G4,brant,control
Admiral Submarine,55 Dalhousie St Brantford ON N3T 2J1,brant,control
Al Dente Fresh Pasta,1-250 King George Rd Brantford ON N3R 5L5,brant,control
Alexander's Tavern,187 Market Street Brantford ON N3T 3A7,brant,control
Angels Family Diner,125 King George Rd. Brantford ON N3R 5K7,brant,control
Anna's Soul Food Kitchen,72 Colborne St Brantford Ontario N3T 2G5,brant,control
Apna Meats & Grill,E5-360 Conklin Road Brantford ON N3T 0N5,brant,control
Arby's Restaurant,129 King George Rd Brantford ON N3R 5K7,brant,control
Arlington Hotel - EDIT,106 Grand River St N Paris ON N3L 2M5,brant,control
Arrowdale Municipal Golf Club,282 Stanley Street Brantford ON N3S 6N6,brant,control
BarBurrito,50-Market St S Brantford ON N3S 2E3,brant,control
Beijing Restaurant,435 St. Paul Ave. Brantford ON N3R 4N8,brant,control
Best Western - Food - Myra's Bar and Grill,19 Holiday Dr. Brantford ON N3R 7J4,brant,control
Big Smoke Burger,A4-175 Lynden Rd Brantford ON N3R 8A7,brant,control
Bistro 7 Eatery,1-71 Charing Cross St Brantford ON N3R 2H4,brant,control
Bistro Greeco Italiano,E1 - E4-360 Conklin Road Brantford ON N3T 0N5,brant,control
Blessings Eatery,185 King George Rd Brantford ON N3R 7R9,brant,control
Boston Pizza,299 Wayne Gretzky Pkwy Brantford ON N3R 8A5,brant,control
Boston Pizza,50 Market St.S. Brantford ON N3S 2E3,brant,control
Brando's on Market,135 Market St Brantford ON N3T 2Z9,brant,control
Bransterdam,lower-407 Colborne St Brantford Ontario N3S 3N5,brant,control
Brant Valley Golf Club,128 Govenors Road County of Brant ON N0E 1N0,brant,control
Brantford Family Restaurant,669 Colborne Street E Brantford ON N3S 3M8,brant,control
Buck's Tavern,541-C Colborne St E. Brantford ON N3S 3P4,brant,control
Burford Golf Links,120 Golf Links Rd. Burford ON N0E 1A0,brant,control
Burrito Brothers,38 Dalhousie St. Brantford ON N3T 2H8,brant,control
Cafe Andreou,104 West Street Brantford ON N3T 3E7,brant,control
Camp 31,22 Paris Rd Brant ON N3L 3H8,brant,control
China King Restaurant,R.R. #1-1320 Colborne Street East Brantford ON N3T 5L4,brant,control
Chuck's Roadhouse Bar & Grill,245 King George Rd Brantford ON N3R 7N7,brant,control
Coffee Culture Cafe and Eatery,75 Dalhousie St Brantford ON N3T 2J1,brant,control
Colby's Billiards,634 Colborne Street Brantford ON N3S 3P8,brant,control
Crabby Joe's,456 Fairview Dr. Brantford ON N3R 7A9,brant,control
Cravin-A-Burger,121-King Street Burford ON N0E 1A0,brant,control
CT Shawarma,5-206 King George Road Brantford ON N3R 5L3,brant,control
Devlin's Country Bistro and Catering,704 Mt. Pleasant Rd Mt. Pleasant ON N0E 1K0,brant,control
Dog Eared Café,121 Grand River Street North Paris ON N3L 2R2,brant,control
Domino's Pizza,1-105 Colborne Street West Brantford ON N3T 1K8,brant,control
Domino's Pizza,71-Charing Cross St Brantford ON N3R 2H4,brant,control
Duke on Park,10 & 12-505 Park Rd N Brantford ON N3T 6R7,brant,control
East Side Mario's,300 King George Rd Brantford ON N3R 5L8,brant,control
Echo Bowl,760 Colborne St Brantford ON N3S 3S1,brant,control
Eggsmart,156 Dundas St E Paris ON N3L 3B7,brant,control
Elements Casino Brantford (Getaway),40 Icomm Dr Brantford ON N3S 7S9,brant,control
Fescue`s Edge Golf Club,18 Hagan Rd Scotland ON N0E 1R0,brant,control
Fume RestoBar,150 Morrell Street Brantford ON N3T 4K2,brant,control
Gentlemen's Club,235-239 Market Street Brantford ON N3T 3A9,brant,control
Gillies,207 Erie Ave Brantford ON N3S 2H1,brant,control
Godfather's Pizza,423 Maple Ave. S. Burford ON N0E 1A0,brant,control
Goodness Me! Natural Food Market,605 West St Brantford ON N3R 7C5,brant,control
Gran Sasso Restaurant,98 Paris Rd Brantford ON N3L 1H9,brant,control
Grand Bayou Cajun Restaurant,27 Dumfries St. Paris ON N3L 2C9,brant,control
Grand Pita Plus / Sana Grill,8-300 Grand River St N Brant ON N3L 3R7,brant,control
Grand River Cruises (Big Creek Boat Farm),36 County Road 22 Caledonia ON N3W 2G9,brant,control
Halibut House Fish & Chip,G1-300 King George Rd Brantford ON N3R 5L8,brant,control
Harvey's,74 Dundas St E Paris ON N3L 3H5,brant,control
Harvey's,218 Henry St. Brantford ON N3S 0E3,brant,control
Harvey's / Swiss Chalet Restaurant,57 King George Rd. Brantford ON N3R 5K2,brant,control
Hawana Lounge,B5-360 Conklin Road Brantford ON N3T 0N5,brant,control
Healthy Rabbit,105 Brant Ave Brantford ON N3T 5I9,brant,control
Hudson Public,Unit 1-93 Dalhousie St Brantford ON N3T 2J1,brant,control
Indian Spice Sweets & Restaurant,100 Market St. South Brantford Ontario N3S 2E5,brant,control
Jade's of Paris,21 Grand River St. N. Paris ON N3L 2L9,brant,control
Jaz 128 Tea Hut,128 Dalhousie St Brantford ON N3T 2J3,brant,control
Joey's Only Seafood Restaurant,410 Fairview Drive Brantford ON N3R 7V7,brant,control
Johnny Be Good Diner,440 Paris Road Brantford ON N3T 5L8,brant,control
Johnny Greeko's,20 King George Rd. Brantford ON N3R 5J9,brant,control
JOY Sushi Bar,3-195 Henry Street Brantford ON N3S 5C9,brant,control
Jumbo Dragon,F5-50 Market St. South Brantford ON N3S 2X5,brant,control
Juniper Dining Co.,4-3 Elm St Paris ON N3L 2L6,brant,control
Keg Steakhouse & Bar,61 Lynden Rd. Brantford ON N3R 7J9,brant,control
Kel's Family Restaurant - Restuarant,115-241 Dunsdon St Brantford ON N3R 7C3,brant,control
Kelsey's Restaurant,84 Lynden Rd Brantford ON N3R 8A4,brant,control
Kentucky Fried Chicken,218 Henry St Brantford ON N3S 7R4,brant,control
Kentucky Fried Chicken,27 Dalhousie St. Brantford ON N3T 2H6,brant,control
Kentucky Fried Chicken,13-300 Grand River St N Paris ON N3L 3R7,brant,control
Ketchabuz,45 Murray Street Brantford ON N3S 5N6,brant,control
KFC- (Sinclair Food Court),D-11 Sinclair Blvd Brantford ON N3S 7X6,brant,control
King's Buffet,B1-175 175 Lynden Rd Brantford ON N3R 8A7,brant,control
Kingswood Restaurant,43 Colborne St W. Brantford ON N3T 1K6,brant,control
La Cantinella Ristorante,16 Main St S Saint George ON N0E 1N0,brant,control
La Mia Cucina,8-340 Henry St Brantford ON N3S 7V9,brant,control
Last Drop Cantina,640 Colborne Street East Brantford ON N3S 3P8,brant,control
Legend's Tap House & Grill,17-1084 Rest Acres Rd Brant ON N3L 4G7,brant,control
Lonnie's On Market,42 1/2 Market St Brantford ON N3T 2Z5,brant,control
Lookout Sports Lounge,254 North Park Brantford ON N3R 4L1,brant,control
Mama's Subs & More,50 Colborne St Brantford ON N3S 7T4,brant,control
Mariano'sPizza,4-248 Lynden Rd Brantford ON N3R 8A3,brant,control
Maria's Pizza Pasta and Pastry,242 Colborne St W. Brantford ON N3T 1L9,brant,control
Mary Brown's Chicken & Taters,175-181 Lynden Rd. Brantford ON N3R8A7,brant,control
McDonald's,299 Wayne Gretzky Pkwy Brantford ON N3R 8A5,brant,control
McDonald's Restaurant,300 King George Rd Brantford ON N3R 5L7,brant,control
McDonald's Restaurant,27 Stanley Street Brantford ON N3S 6M1,brant,control
McDonald's Restaurant,440 Colborne Street West Brantford ON N3T 0J2,brant,control
McDonald's Restaurant,4A Sinclair Blvd Brantford ON N3S 7X6,brant,control
McDonald's Restaurant,73 King George Rd. Brantford ON N3R 5K2,brant,control
McDonald's Restaurant,307 Grand River St N. Paris ON N3L 2N9,brant,control
Meatsauce Pizza,431 St. Paul Ave.East Brantford ON N3A 4N8,brant,control
Mercasa Little Italy Eatery,2-195 Henry St Brantford ON N3S 5C9,brant,control
Midtown NY Kitchen & Coffee / Trattoria Midtown,59 Grand River Street North Paris ON N3L 2M3,brant,control
Montana's BBQ & Bar,84 Lynden Rd Brantford ON N3R 6P8,brant,control
Mr Chips Fish Diner,129 Colborne St. W. Brantford ON N3T 1K9,brant,control
Mr. Submarine,410 Fairview Dr Brantford ON N3R 2X8,brant,control
My-Thai Restaurant,393 ST. Paul Ave Brantford ON N3R 4N6,brant,control
Nikki's Roadhouse,491-Hwy 2 Princeton ON N0J 1V0,brant,control
Nine North Viet Thai Cuisine,86 Dalhousie St Brantford ON N3T 2J2,brant,control
Northridge Golf Club,320 Balmoral Dr. Brantford ON N3T 1N3,brant,control
Olde School Restaurant,687 Powerline Rd Brantford ON N3T 5L8,brant,control
On The Lam Restaurant,106 Queen St. Brantford ON N3T 3B9,brant,control
Oriental Restaurant,162 Market St. Brantford ON N3T 3A5,brant,control
Palace Submarine,308 Colborne St Brantford ON N3S 3N1,brant,control
Paris Diner,30 Paris Rd Brant ON N3L 3H8,brant,control
Paris Pub,44 Grand River St N. Paris ON N3L 2M2,brant,control
Paris Surf,24 Mechanic St Brant ON N3L 1J9,brant,control
Pho Vietnam 999,205 King George Rd. Brantford ON N3R 6S8,brant,control
Pies & Tarts From The Heart,"286-Oakland Rd. Scotland, P.O. Box 234 ON N0E 1R0",brant,control
Pita Pit,185 King George Rd Brantford ON N3R 7R9,brant,control
Pita Pit,2-320 Colborne Street West Brantford ON N3T 1M2,brant,control
Pita Plus,28 Market Street Brantford ON N3T 2Z4,brant,control
Pizza Hut,2-269 Clarence St Brantford ON N3R 3T6,brant,control
Pizza Pizza,603 Colborne St E. Brantford ON N3S 7S8,brant,control
Pizza Pizza,225 Fairview Dr. Brantford ON N3R 7E3,brant,control
Pizzaville,10-320 Colborne St W Brantford ON N3T 1M2,brant,control
Players Indoor Golf & Sports Bar,3-49 Dalkeith Dr. Brantford ON N3P 1M1,brant,control
Popeyes Louisiana Kitchen,F1/F2-50 Market Street South Brantford ON N3S 2E3,brant,control
Popeye's Louisiana Kitchen,213 King George Rd Brantford ON N3R 6S8,brant,control
Quesada Burritos & Tacos,175 Lynden Rd. Brantford ON N3P1N6,brant,control
Red Lobster,67 King George Rd Brantford ON N3R 5K2,brant,control
Riverbend Grillhouse,57 Princess St. Glen Morris ON N0B 1W0,brant,control
Roxy's Tap and Grill,214 King George Rd. Brantford ON N3R 5L4,brant,control
Sai Thai Kitchen,3-250 King George Road Brantford ON N3R 5S5,brant,control
Sammy's Creamery,75 Erie Ave. Brantford ON N3S 2G1,brant,control
Sammy's Rec Room,10 Mt. Pleasant St. Brantford ON N3T 1S5,brant,control
Sam's Grill,B2-61 Lynden Road Brantford ON N3R 7J9,brant,control
Scott's Family Restaurant,74 Scott Ave Paris ON N3L 3R1,brant,control
Serenity Country Candles,44 Holme Street Brantford ON N3T 4Z7,brant,control
Shanghai Restaurant,907 Colborne St E. Brantford ON N3L 3T3,brant,control
Sharkey's Billiards & Bar,8&9-603 Colborne ST Brantford ON,brant,control
Shawarmania,156 Market Street Brantford ON N3T 3A4,brant,control
Sherwood Restaurant,799 Colborne St E. Brantford ON N3S 3S3,brant,control
Shoeless Joe's Bar and Grill,107-300 King George Rd Brantford N3R 5L8,brant,control
"Sip ""N"" Dine",18 Market Street Brantford ON N3T 2Z4,brant,control
Skyway Cafe,110 Aviation Avenue Brantford ON N3T 5L7,brant,control
Sociable Kitchen and Tavern,45 King George Rd Brantford ON N3R 5K2,brant,control
Soulfull Kafe,81 Brant Ave. Brantford ON N3T 3H2,brant,control
Speekezzies Cafe & Wine Bar,415D Fairview Dr Brantford ON N3R 7M3,brant,control
Spices on Sydenham,159 Sydenham St Brantford ON N3R 3Z1,brant,control
St. George Arms,24 Main St S St. George ON N0E 1N0,brant,control
Stacked Pancake & Breakfast House,102B-265 King George Road Brantford ON N3R 5L5,brant,control
Star Lanes,144 Mary St Brantford ON N3S 3B9,brant,control
Starbucks,E1-218 Henry Street Brantford ON N3S0E3,brant,control
Starbucks Coffee,"72 Dundas Street, East Paris ON",brant,control
Starbucks Coffee,15-320 Colborne St W Brantford ON N3T 5L1,brant,control
Steve's Place,87 Grand River St. North Paris ON N3L 2M3,brant,control
Stillwater's Plate & Pour,61 Grand River St N. Paris ON N3L 2M3,brant,control
Stop 53 Diner,1365 A Colborne St E. Brantford ON N3T 5L4,brant,control
Stromboli's Sandwich & Pizza,113 1/2 King George Rd. Brantford ON N3R 5K7,brant,control
Subway,1084 Rest Acres Rd Unit #16 Paris ON N3L 0B5,brant,control
Subway,271 Grand River St N. Paris ON N3L 2N3,brant,control
Subway,C5-230 Shellard Lane Brantford ON N3T 5L5,brant,control
Subway,50 Market St S Brantford ON N3S 2E3,brant,control
Subway,10-225 Fairview Dr Brantford ON N3R 7E3,brant,control
Subway - KGR,206 King George Rd Brantford ON N3R 5L3,brant,control
Subway - Lynden Rd.,61 Lynden Rd Brantford ON N3R 7J9,brant,control
Subway Restaurant,603 Colbrone St E Brantford ON N3S 7S8,brant,control
Sunnyside Grill,106-39 King George Rd Brantford ON N3R 5K2,brant,control
Sunset Grill,Unit C#2-50 Market St S Brantford ON N3S 2E3,brant,control
Sunset Grill,E2-218 Henry Street Brantford ON N3S 7R4,brant,control
Sushi Eight,103A-265 King George Road Brantford ON N3R 6Y1,brant,control
Swiss Chalet,82 Dundas St.E Paris ON N3L 3H5,brant,control
Swiss Chalet,84 Lynden Rd Brantford ON N3R 6B8,brant,control
Symposium Cafe,58 King George Rd Brantford ON N3R 5K4,brant,control
Taal Fine Indian Cuisine,578 Colborne Street East Brantford ON N3S 3P6,brant,control
Taco Bell,68 King George Rd. Brantford ON N3R5K4,brant,control
The Blue Dog Cafe,199 Brant Ave Brantford ON N3T 3J1,brant,control
The Campers Den- Lyons Little Austria,137 6th Conc. Burford ON N0E 1A0,brant,control
The Chinese Sisters,"120 Colborne Street, Unit 102 Brantford ON N3T 2G6",brant,control
The Cobblestone Public House,111 Grand River St. N. Paris ON N3L 2M4,brant,control
The Dragon Sports Bar & Grill,14 Main Street South St. George ON N0E 1N0,brant,control
The Everest Grill,781 Colborne St E. Brantford ON N3S 3S3,brant,control
The Exchange Cafe,94 Tutela Heights County Of Brant ON N3T 1A1,brant,control
The Field House,53 Simcoe St Scotland ON N0E 1R0,brant,control
The Lighthouse Fish & Chips,1-750 Colborne Street Brantford ON N3S 3S1,brant,control
The Log House Restaurant,131 King St. Burford ON N0E 1A0,brant,control
The Oaks of St. George Golf Club,269 German School Rd. Paris ON N3L 3E1,brant,control
The Ring Restaurant,271 Colborne St E (7549997) Brantford ON N3T 2H5,brant,control
The Rise Centre Inc.,411 Elgin St Brantford ON N3S 7P5,brant,control
The Rose & Thistle,48 Dalhousie St Brantford ON N3T 2H8,brant,control
The Windmill,701 Mt. Pleasant Rd Mt. Pleasant ON N0E 1K0,brant,control
The Works,80 Dalhousie St Brantford ON N3T 2J2,brant,control
Thistle Stop Cafe,41 Main St. S St. George ON,brant,control
Tim Horton Donuts,1290 Colborne St E Brantford ON N3T 5L4,brant,control
Tim Hortons,265 King George Rd. Brantford ON N3R 6Y1,brant,control
Tim Hortons,53 Dalhousie St. Brantford ON N3T 2H9,brant,control
Tim Hortons,200 Terrace Hill St Brantford ON N3R 1G9,brant,control
Tim Hortons,50 Market St.South Brantford ON N3S 2E3,brant,control
Tim Horton's,225 Henry St Brantford ON N3S 7R4,brant,control
Tim Horton's,610 West St Brantford ON N3R 5M7,brant,control
Tim Horton's,648 Colborne Street Brantford ON N3S 3P8,brant,control
Tim Horton's,164 Colborne St. W. Brantford ON N3T 1L2,brant,control
Tim Horton's,304 Grand River St N. Paris ON N3L 3R7,brant,control
Tim Horton's,1084 Rest Acres Rd Paris ON N3L 3K7,brant,control
Tim Horton's,184 Brant Rd St. George ON N0E 1N0,brant,control
Tim Horton's,151 Dundas St. E. Paris ON N3L 3H4,brant,control
Tim Horton's - (Sinclair food Court),11 Sinclair Blvd. Brantford ON N3S 7X6,brant,control
Tim Horton's - 226 West St.,226 West St. Brantford ON N3R 3V8,brant,control
Tim Horton's - KGR,80 King George Rd Brantford N3R 5K4,brant,control
Tim Horton's - Lynden Rd,155 Lynden Rd Brantford ON N3T 5L8,brant,control
Tim Hortons 2 Lower Level,200 Terrace Hill St Brantford ON N3R 1G9,brant,control
Tim Horton's Conklin Rd.,C-360 Conklin Road Brantford ON N3T 0G8,brant,control
Tim Horton's Paris Rd,177 Paris Road Brantford ON N3R 1J2,brant,control
Tim Horton's West,440 Colborne St W Brantford ON N3T 0J2,brant,control
Tito's Pizza,A-69 Main St. S St. George ON N0E 1N0,brant,control
Two Doors Down,139 Market Street Brantford ON N3T 2Z9,brant,control
Vegas World Lounge,112 Dalhousie St Brantford ON N3T 2J3,brant,control
Veritas Cafe,229-1 Market Street Brantford ON N3T 6C8,brant,control
Viet Thai Basil Restaurant,63-67D Brant Avenue Brantford ON N3T 3G7,brant,control
Wendy's,620 West St Brantford ON N3R 6M7,brant,control
Wendy's- (Sinclair Food Court),11 Sinclair Blvd. Brantford ON N3S 7W5,brant,control
Wendy's Restaurant,78 Icomm Dr Brantford ON N3S 2X5,brant,control
West Garden Buffet,560 West St. Brantford ON N3R 6M7,brant,control
Wild Wing,A-4-248 Lynden Rd Brantford ON N8R 8A3,brant,control
Williams Fresh Cafe,615 West St Brantford ON N3R 7C5,brant,control
Wimpy's Diner,3 Dunsdon St Brantford ON N3R 3J2,brant,control
Wincey Mills Market - Paris Brewing Co.,31 Mechanic St Brant ON N3L 1K2,brant,control
Wingmaster,70 Erie Ave Brantford ON N3E 2E8,brant,control
Yong Great Wall Buffet,C-82 King George Brantford ON N3R 5K4,brant,control
Zaaika Indian Cuisine,46 Dalhousie Street Brantford ON N3T 2H8,brant,control
Zanders Fire Grill and Brew Lounge,#10-190 King George Rd Brantford ON N3R 5L3,brant,control
ZaZa's Pizzeria Inc.,1C-155 Lynden Rd Brantford ON N3R 8A7,brant,control
(B-M) Karl`s Schnitzel and Sausage House,79 Icomm Drive Brantford ON N3S 7N5,brant,control
A & W Restaurant - (LPM- Food Court),E16-84 Lynden Rd Brantford ON N3R 6B8,brant,control
