name,address,unit,group,verify,ID
A&W (Brantford #4883),1182 Colborne St. Brantford ON N3S 0H4,brant,control,0H4,9
Chocolate Sensations,89-Grand River Street North Paris ON N3L 2M3,brant,control,2M3,480
Circle K Store,230 Shellard Lane Brantford ON N3T 0B9,brant,control,0B9,884
Drongkowski's Farm Market and Deli,5 Beverly St. E St. George ON N0E 1N0,brant,control,1N0,1727
Earl Haig Fun Park,101 Market St. S. Brantford ON N3T 6A9,brant,control,6A9,1820
La Bottega,358 King George Rd Brantford ON N3T 5L8,brant,control,5L8,1934
Little Caesars,50-Market St. Brantford ON N3S 2E3,brant,control,2E3,989
Little Caesar's,265 King George Road Brantford ON N3R 6Y1,brant,control,6Y1,1637
MR. Kabob Persian Eatery,4B-164 Colborne ST. W Brantford ON,brant,control, ON,1857
Paris Pizza & Daisy Mart,1084 Rest Acres Rd. Unit 15 Paris ON N3L 3E3,brant,control,3E3,476
Pavol & Ibeth's Deli,18-Elgin Street Brantford ON N3R 1E6,brant,control,1E6,836
Pioneer Convenience Store - Mr. Sub,1337 Colborne St W Brantford ON N3T 5L7,brant,control,5L7,1256
Robby's Pizza & Wings,118 King St. E. Burford ON N0E1A0,brant,control,1A0,1331
Scotland Food Market / Pizza take-out,48 Simcoe St. Scotland ON N0E 1R0,brant,control,1R0,1004
Starbucks Coffee # 52381,595 West St. Brantford ON N3R7J2,brant,control,7J2,1514
Strodes BBQ & Deli,4-403 Fairview Dr. Brantford ON N3R 2X8,brant,control,2X8,1570
Taco Bell,656 Colborne St Brantford ON N3S 3P8,brant,control,3P8,481
Tim Horton's,206 Henry St Brantford ON N3R 6V1,brant,control,6V1,303
9 Spices,92 Simcoe St N Oshawa ON L1G 4S2,durham,control,4S2,1051
A Tavola Bistro,2-10 Meadowglen Dr Whitby ON L1R 3P8,durham,control,3P8,1911
Afghan Cuisine,A4-150 Kingston Rd E Ajax ON L1Z 1G5,durham,control,1G5,1382
Al Baik,607 Kingston Rd W Ajax ON L1S 6L9,durham,control,6L9,1161
Applebee's,155 Kingston Rd E Ajax ON L1S 7J4,durham,control,7J4,1571
Asia Express,4-1615 Dundas St E Whitby ON L1N 2L1,durham,control,2L1,1470
Azian Cuisine,FS12-1365 Wilson Rd N Oshawa ON L1K 2Z5,durham,control,2Z5,1596
Bamiyan Kabob,A26-1755 Pickering Pkwy Pickering ON L1V 6K5,durham,control,6K5,1844
Berry Hill Food Company,82 King St W Oshawa ON L1H 1A6,durham,control,1A6,1027
Berry Hills Food Co.,1105-419 King St W Oshawa ON L1J 2K5,durham,control,2K5,965
Big Bone BBQ and Wicked Wings,14-701 Rossland Rd E Whitby ON L1N 8Y9,durham,control,8Y9,1290
Bowmanville Family Restaurant,231 King St E Bowmanville ON L1C 1P5,durham,control,1P5,416
Bridgette's Family Restaurant,45 Bloor St E Oshawa ON L1H 3L9,durham,control,3L9,292
Brooks Farm Market,122 Ashworth Rd Zephyr ON L0E 1T0,durham,control,1T0,1754
Brother's Ristorante,110 Lupin Dr Whitby ON L1N 1Y8,durham,control,1Y8,1608
Burger King,1650 Victoria St E Whitby ON L1N 9L4,durham,control,9L4,1241
Captain George's Fish and Chips,282 King Ave E Newcastle ON L1B 1H5,durham,control,1H5,1973
Cedar Point Market Restaurant,B-B27551 Regional Rd 23 Beaverton ON L0K 1A0,durham,control,1A0,156
Cindy's Cafe,19 Brock St W Uxbridge ON L9P 1P5,durham,control,1P5,358
Claremont Country Depot,1750 Hoxton Street Claremont ON L1Y 1A3,durham,control,1A3,284
Coffee Culture Cafe & Eatery,555 Rossland Rd E Oshawa ON L1K 1K8,durham,control,1K8,1663
Copper Branch,122-2377 Durham Regional Highway 2 Bowmanville ON L1C 5A5,durham,control,5A5,944
Coyote Jack's Bar & Grill,64 Harwood Ave S Ajax ON L1S 2H6,durham,control,2H6,1206
Diamonds Billiards & Lounge,A1- 2200 Brock Rd Pickering ON L1X 2R2,durham,control,2R2,861
Down East Donairs,23 Bond St E Oshawa ON L1G 1A8,durham,control,1A8,1628
Dragon Gem Chinese Restaurant,19-1822 Whites Rd Pickering ON L1V 4M1,durham,control,4M1,1040
East Side Mario's,1365 Harmony Rd N Oshawa ON L1H 7K5,durham,control,7K5,959
Eggsmart,170 Liberty St S Bowmanville ON L1C 4W4,durham,control,4W4,1320
El Dorado Golf Club,615 Winchester Rd E Brooklin ON L1M 1X7,durham,control,1X7,1449
Family Wok,21 Simcoe St N Oshawa ON L1G 4R7,durham,control,4R7,1424
Fine Taste Hakka Chinese Restaurant,125-3050 Garden Street Whitby ON L1R 2G7,durham,control,2G7,1657
Footprints Resto,17-375 Kingston Rd Pickering ON L1V 1A3,durham,control,1A3,62
Goldie's Cafe + Eatery,19-75 Bayly St W Ajax ON L1S 7K7,durham,control,7K7,1351
Gryphon Pub,105-114 Dundas St E Whitby ON L1N 2H7,durham,control,2H7,1805
Hai Thai & Vietnamese Cuisine,3-701 Dundas St W Whitby ON L1N 2N3,durham,control,2N3,1260
Hakka Legend Asian Cuisine,A8-A9-81 Middlecote Dr Ajax ON L1T 0K3,durham,control,0K3,1677
Hakka Pavilion Chinese Restaurant,75 Williamson Dr W Ajax ON L1T 0K9,durham,control,0K9,1343
Halibut House Fish & Chips,1559 Victora St E Whitby ON L1N 9M4,durham,control,9M4,504
Halibut House Fish & Chips,408 King St W Oshawa ON L1J 2K8,durham,control,2K8,1324
Halibut Time Fish & Chips,16-15 Westney Rd N Ajax ON L1T 1P5,durham,control,1P5,985
Hardy John's,368 Bayly St W Ajax ON L1S 1P1,durham,control,1P1,719
Harmony Creek Golf Centre,1000 Bloor St E Oshawa ON L1H 8S1,durham,control,8S1,280
Harvey's/ Swiss Chalet,1-170 Liberty St S Bowmanville ON L1C 2P4,durham,control,2P4,1164
Helmand Kabab House,190 Harwood Ave S Ajax ON L1S 2H6,durham,control,2H6,1846
Hinata Sushi and Asian Cuisine,4-6 Campbell St Whitby ON L1M 1A2,durham,control,1A2,1884
Hooksey's Fish & Chips,3050 Garden St Whitby ON L1R 2G7,durham,control,2G7,1995
Il Fornello Ajax,95 Kingston Rd E Ajax ON L1S 7J4,durham,control,7J4,159
Irish Times,3-1400 Bayly St Pickering ON L1W 3R2,durham,control,3R2,1140
Jinju Sushi,54 Water St Port Perry ON L9L 1J2,durham,control,1J2,343
Kerry's Pizza Chicken and Shawarma,36 Old Kingston Rd Ajax ON L1T 2Z7,durham,control,2Z7,193
Kiskidee Restaurant & Bar,7-3 Harwood Ave S Ajax ON L1S 2C1,durham,control,2C1,1518
Knight's Corner Pub & Grill,605 Kingston Rd Pickering ON L1V 3N7,durham,control,3N7,1638
Live Resto Lounge,235 Salem Rd Ajax ON L1S 7S3,durham,control,7S3,226
Liverpool John's Pub & Restaurant,1294 Kingston Rd Pickering ON L1V 1B7,durham,control,1B7,954
Madura Dine-In,14-235 Bayly Street West Ajax ON L1S 3K3,durham,control,3K3,149
Maestro's Gourmet Pizza,36 Old Kingston Rd Ajax ON L1T 2Z7,durham,control,2Z7,1860
Maharaja Authentic Indian Cuisine,5-74 Simcoe St N Oshawa ON L1G 4S2,durham,control,4S2,1264
Makimono,1-2378 Highway 2 Bowmanville ON L1C 3K7,durham,control,3K7,238
Makimono Sushi Bar & Restaurant,C1-75 Consumers Dr Whitby ON L1N 9S2,durham,control,9S2,181
McDonald's,1615 Dundas St E Whitby ON L1N 2L1,durham,control,2L1,247
Mean Poutine,102-5 Rossland Rd. E Ajax ON L1T 4V2,durham,control,4V2,1632
Melanie Pringles,80 Thickson Rd S Whitby ON L1N 7T2,durham,control,7T2,239
Montana's Cookhouse,1377 Harmony Rd N Oshawa ON L1H 7K5,durham,control,7K5,23
Moxie's Grill Bar,1815 Liverpool Rd Pickering ON L1V 1W2,durham,control,1W2,158
Myrtle's Kitchen,37 Station St Ajax ON L1S 1L2,durham,control,1L2,1070
Nathan's Family Restaurant,4029-Brock Rd Uxbridge ON L9P 1R4,durham,control,1R4,783
New Century Chinese Restaurant,1051 Simcoe St N Oshawa ON L1G 4W3,durham,control,4W3,1235
New Hong Kong Restaurant,18-1800 Dundas St E Whitby ON L1N 6L6,durham,control,6L6,304
Newcastle Golf Course,2429 Golf Course Rd Newcastle ON L1B 1L9,durham,control,1L9,1458
Nice Bistro,117 Brock St N Whitby ON L1N 4H3,durham,control,4H3,1493
Oakridge Golf Club,35 Lauren Rd Port Perry ON L9L 2A7,durham,control,2A7,110
Oishi Maki Japanese Restaurant,131 Brock St N Whitby ON L1N 4H3,durham,control,4H3,1539
On The Reel,1812 Scugog St Port Perry ON L9L 1H8,durham,control,1H8,1731
Open Studio Art Cafe,617 Liverpool Rd Pickering ON L1W 1R1,durham,control,1R1,723
Oshawa Thai Cuisine,24 Bond St W Oshawa ON L1G 4C9,durham,control,4C9,1621
Osmow's,3050 Garden St Whitby ON L1R 2G7,durham,control,2G7,1498
Osmow's Mediterranean Restaurant,107-2021 Green Rd Bowmanville ON L1C 3K7,durham,control,3K7,179
Philthy Philly's,1E-710 Taunton Rd E Whitby ON L1R 3L6,durham,control,3L6,413
Pho Metro Asian Cuisine,836 Brock Street North Whitby ON L1N 4J5,durham,control,4J5,115
Phomono Vietnamese Cuisine,50 Kingston Rd E Ajax ON L1Z 1G1,durham,control,1G1,1822
Pita Pit,K02-4160 Baldwin St S Whitby ON L1R 3H8,durham,control,3H8,374
Pizza Pino,8-855 Westney Rd S Ajax ON L1S 3M4,durham,control,3M4,844
River Street Cafe Inc.,93 River St Sunderland ON L0C 1H0,durham,control,1H0,1836
Royal Paan,N1A-1899 Brock Rd Pickering ON N1A 4H7,durham,control,4H7,696
S & S Fried Chicken & Fish,5-621 King St E Oshawa ON L1H 1G3,durham,control,1G3,1975
Shivas Chicken Restaurant,15300 Hwy 12 Port Perry ON L9L 1A2,durham,control,1A2,1981
Smash Kitchen & Bar,B1-75 Consumers Dr Whitby ON L1N 2C4,durham,control,2C4,1269
Sobie's Grill,200 John St W Oshawa ON L1J 2B4,durham,control,2B4,1658
Starbucks,2348 Highway 2 Bowmanville ON L1C 3K7,durham,control,3K7,757
Sushi Park,11 Brock St W Uxbridge ON L9P 1P6,durham,control,1P6,1375
Sushi Today,24-1801 Dundas St E Whitby ON L1N 7C5,durham,control,7C5,1189
Swiss Chalet,1993 Salem Rd N Ajax ON L1T 0J9,durham,control,0J9,1847
Swiss Chalet,105 Bayly St W Ajax ON L1S 7K7,durham,control,7K7,455
Swiss Chalet,734 Kingston Rd Pickering ON L1X 1V3,durham,control,1V3,1566
T.Williams Pub & Grill,6-250 Taunton Rd E Oshawa ON L1G 7T1,durham,control,7T1,1794
Tahini's,K03-4160 Baldwin St S Whitby ON L1R 3H8,durham,control,3H8,1381
The Blvd,3-1812 Simcoe St N. Oshawa ON L1G 4Y3,durham,control,4Y3,1067
The Friendly Greek,646 King St E Oshawa ON L1H 1G5,durham,control,1G5,1327
The Keg,255 Stevenson Rd S Oshawa ON L1J 6Y4,durham,control,6Y4,227
The Lake Grill,1628 Brock St S Whitby ON L1M 4M4,durham,control,4M4,1679
The Nine-O-Five Gentlemen's Lounge,947 Dillingham Rd Pickering ON L1W 1Z7,durham,control,1Z7,818
The Port Cheese Co.,203 Queen St Port Perry ON L9L 1B8,durham,control,1B8,879
The Tap and Tankard,224 Brock St S Whitby ON L1N 4K1,durham,control,4K1,58
The Village Tandoor,22 Church St S Ajax ON L1S 6B4,durham,control,6B4,1913
The White Apron,10 Bond St W Oshawa ON L1G 1A2,durham,control,1A2,1363
The Wing Spot,7-300 Rossland Road East Ajax Ontario L1Z 0K4,durham,control,0K4,267
The Works Burger Gourmet Bistro,1794 Liverpool Rd Pickering ON L1V 4G7,durham,control,4G7,1594
Thornton Arms Pub & Grill,11-575 Thornton Rd N. Oshawa ON L1J 8L5,durham,control,8L5,1062
Tic Toc Restaurant & Gas Bar,21900 ON-12 Sunderland ON L0C 1H0,durham,control,1H0,1391
Tim Hortons,1361 Harmony Rd N Oshawa ON L1H 7K5,durham,control,7K5,1112
Tokushima Japanese Restaurant,16-250 Taunton Rd E Oshawa ON L1G 7T1,durham,control,7T1,83
Traditions Family Restaurant,1053 Simcoe St N Oshawa ON L1G 4W6,durham,control,4W6,762
Uncle Archie's Grill,804 Simcoe St S Oshawa ON L1H 4K6,durham,control,4K6,1906
Vietnamese Pho,1320 Simcoe St N Oshawa ON L1G 4X4,durham,control,4X4,1311
Wally's Italian Eatery,25-1801 Dundas St E Whitby ON L1N 7C5,durham,control,7C5,1421
West Shore Bar & Grill,3 & 3A-875 Bayly St Pickering ON L1W 3P6,durham,control,3P6,497
Wild Wing,4-570 Kingston Rd E Pickering ON L6S 6E8,durham,control,6E8,1279
Wild Wing,1401 Phillip Murray Ave Oshawa ON L1J 8C4,durham,control,8C4,245
Wild Wing,101-102-11 Harwood Ave S Ajax ON L1S 2B9,durham,control,2B9,866
Wild Wing,1155 Ritson Rd N Oshawa ON L1G 8B9,durham,control,8B9,1796
Wimpy's Diner,2-219 King St E Bowmanville ON L1C 1P7,durham,control,1P7,760
Win Win Chinese Restaurant,5-110 Dunlop St E Whitby ON L1N 6J8,durham,control,6J8,627
Win Yeung Garden Chinese Restaurant,9 King St W Bowmanville ON L1C 1R2,durham,control,1R2,888
Wing House Express,3-165 Garrard Rd Whitby ON L1N 3K4,durham,control,3K4,1465
Wixan's Bridge,63 Brock St W Uxbridge ON L9P 1P5,durham,control,1P5,1003
Yummy Chinese Food,12-676 Monarch Ave Ajax ON L1S 4S2,durham,control,4S2,464
Yummy House,1-799 Park Rd S Oshawa ON L1J 4K1,durham,control,4K1,1775
2 4 1 Pizza,6-465 Bayly St W Ajax ON L1S 6M7,durham,control,6M7,1912
barBurrito,14-5969 Baldwin St S Whitby ON L1M 2J7,durham,control,2J7,1692
Barburrito,F06-419 King St W Oshawa ON L1J 2K5,durham,control,2K5,930
Bawarchi Kebab,25-3-1355 Kingston Rd Pickering ON L1V 1B8,durham,control,1B8,662
Bento Nouveau,1 Rossland Rd E Ajax ON,durham,control, ON,905
Beryl's Pepper Pot,17-467 Westney Rd S Ajax ON L1S 6V8,durham,control,6V8,923
"Big M Burgers, The",711 Krosno Blvd Pickering ON L1W 1G5,durham,control,1G5,1457
Booster Juice,M3-1393 Harmony Rd N Oshawa ON L1H7K5,durham,control,7K5,522
Brock St. Espresso,131 Brock St S Whitby ON L1N 4J9,durham,control,4J9,1526
Burger King,345 McKenzie Ave Ajax ON L1S 2G2,durham,control,2G2,678
Burger King,4 Harwood S Ajax ON L1S 7L8,durham,control,7L8,1955
Buster Rhino's,7-2001 Thickson Rd S Whitby ON L1N 6J3,durham,control,6J3,446
Canadian Tire Motor Sport Park - Corner 5,3233 Concession Rd 10 Bowmanville ON L1C 3K6,durham,control,3K6,361
Coco Fresh Tea and Juice,25-1794 Liverpool Rd Pickering ON L1V 4G7,durham,control,4G7,759
Coffee Culture Cafe & Eatery,22 King St W Oshawa ON L1H 1A3,durham,control,1A3,1609
Coffee Time,B-23B Brock St W Uxbridge ON L9L 1T1,durham,control,1T1,1377
Dairy Queen,1099 Kingston Rd Pickering ON L1V 1B5,durham,control,1B5,53
Domino's Pizza,2-1303 King St E Oshawa ON L1H 1J3,durham,control,1J3,904
Domino's Pizza,2-54 Brock St W Uxbridge ON L9P 1P4,durham,control,1P4,1310
Domino's Pizza,600 Grandview St S Oshawa ON L1H 8P4,durham,control,8P4,1696
Domino's Pizza,10-200 Carnwith Dr E Brooklin ON L1M 0A1,durham,control,0A1,252
Domino's Pizza,17-1383 Wilson Rd N Oshawa ON L1K 2Z5,durham,control,2Z5,1569
DQ-OJ Treat Centre,139-1355 Kingston Rd Pickering ON L1V 1B8,durham,control,1B8,395
Druxy's - Rouge Valley Health Systems,580 Harwood Ave S Ajax ON L1S 2J4,durham,control,2J4,1282
Durham College - CFCE Building - Market @ Durham,2000 Simcoe St. N Oshawa ON L1H7L7,durham,control,7L7,1997
Durham Courthouse - Tim Horton's,150 Bond St E Oshawa ON L1H 1B6,durham,control,1B6,1219
Extreme Pita,"B-1 Paisley Crt, Whitby ON L1N 9L2",durham,control,9L2,1222
Fat Bastard Burrito,7-1888 Scugog St Port Perry ON L9L 1H6,durham,control,1H6,823
Frantastic Events Cafe,1530 Dundas St E Whitby ON L1N 2K7,durham,control,2K7,331
Free Topping Pizza,3-1561 King St E Courtice ON L1C 1K7,durham,control,1K7,1610
Free Topping Pizza,7 Main St S Uxbridge ON L9P 1P2,durham,control,1P2,1894
Free Topping Pizza,165 Simcoe St S Oshawa ON L1H 4G8,durham,control,4G8,1165
Ghost Kitchens,1-269 Kingston Rd E Ajax ON L1Z 1G1,durham,control,1G1,146
Gino's Pizza,105-617 Victoria St W Whtiby ON L1N 0E7,durham,control,0E7,1902
GM Oshawa Canadian Technical Centre,500 Wentworth St W Oshawa ON L1J 6J2,durham,control,6J2,1150
Great Wok,2-100 Mearns Ave Bowmanville ON L1C 5M3,durham,control,5M3,1281
Happy Grillmore's,57 Notion Rd Ajax ON L1S 6K7,durham,control,6K7,1364
Harvey's,250 Taunton Rd E Oshawa ON L1G 7T1,durham,control,7T1,1078
Healing Spirit Nutrition,190 Westney Rd S Ajax ON L1S 2C8,durham,control,2C8,863
iGreek,1-196 King St E Bowmanville ON L1C 1P1,durham,control,1P1,70
Iroquois Park Sports Centre - Concessions #20712,500 Victoria St W Whitby ON L1N 9Z3,durham,control,9Z3,1684
Jimmy Guaco's,36 Athol St E Oshawa ON L1H 1J7,durham,control,1J7,485
Jimmy The Greek,12-1355 Kingston Rd Pickering ON L1V 1B8,durham,control,1B8,1179
Kelly's Fish & Chips,1040 Regional Rd 10 Sunderland ON L0C 1H0,durham,control,1H0,941
KFC,304 Toronto St S Uxbridge ON L9P 1Z7,durham,control,1Z7,1827
KFC,FC04-419 King St W Oshawa ON L1N 2K5,durham,control,2K5,555
KFC,574 King St E Oshawa ON L1H 1G5,durham,control,1G5,363
Lava Yoga,1 Simcoe St N Oshawa ON L1G 4R7,durham,control,4R7,1369
Little Caesars,4-3555 Thickson Road North Whitby ON L1R 2H1,durham,control,2H1,142
Little Caesar's,570 Kingston Rd Pickering ON L1V 1A6,durham,control,1A6,373
Little Caesar's,21-1725 Kingston Rd Pickering ON L1V 4L9,durham,control,4L9,257
Ma Yve Grill,2-1980 Rosefield Rd Pickering ON L1V 3M4,durham,control,3M4,313
Mary Brown's,10-3975 Garden St Whitby ON L1R 3A4,durham,control,3A4,126
Mary Brown's,5-400 King St W Oshawa ON L1J 2J9,durham,control,2J9,6
Mary Brown's Chicken,101-5 Rossland Rd. E Ajax ON L1Z 0T4,durham,control,0T4,1616
McDonald's,222 Bayly St W Ajax ON L1S 3V4,durham,control,3V4,285
McDonald's,4100 Baldwin St S Whitby ON L1R 3H8,durham,control,3H8,75
McDonald's,1349 Simcoe St N Oshawa ON L1G 4X5,durham,control,4X5,1841
McDonald's,1000 Regional Rd 17 Newcastle ON L1B 1L9,durham,control,1L9,1262
McDonald's,B-4 Beaver Ave Beaverton ON L0K 1A0,durham,control,1A0,1725
Mili Express,7 Taunton Rd E Oshawa ON L1G 3T6,durham,control,3T6,786
Mr. Sub,21-1794 Liverpool Rd Pickering ON L1V 4G7,durham,control,4G7,569
Mr. Sub,1-570 Westney Rd S Ajax ON L1S 6N4,durham,control,6N4,219
Mr. Sub,15 Westney Rd. N Ajax ON L1T 1P5,durham,control,1P5,1747
Mr. Sub,1123 Dundas St E Whitby ON L1N 2K4,durham,control,2K4,1623
Mr. Sub,1335 King St E Oshawa ON L1H 1J3,durham,control,1J3,1960
Naoki Sushi,680 Laval Dr Oshawa ON L1J 6X2,durham,control,6X2,262
Newtonville General Store,4502 Highway 2 Newtonville ON L0A 1J0,durham,control,1J0,727
Nexus Coffee Co.,234 Toronto St S Uxbridge ON L9P 0C4,durham,control,0C4,311
Ontario Tech - The Hive,2000 Simcoe St N Oshawa ON L1H 7K4,durham,control,7K4,658
Ontario Tech- Tim Hortons- UA Building,2000 Simcoe St N Oshawa ON L1H 7K4,durham,control,7K4,1167
Papa Dom's Bread & Noodles,250 Bayly St W Ajax ON L1S 3V4,durham,control,3V4,1686
Papa John's Pizza,5B-1053 Simcoe St N Oshawa ON L1G 4X1,durham,control,4X1,1615
Papa's Pizza Land,1656 Nash Rd Courtice ON L1E 2Y4,durham,control,2Y4,1673
Philthy Philly's,3-726 Kingston Rd Pickering ON L1V 1A8,durham,control,1A8,160
Pita Pit,7-1874 Scugog St Port Perry ON L9L 1H6,durham,control,1H6,1472
Pita Pit,A6-2670 Simcoe St N Oshawa ON L1L 0R1,durham,control,0R1,1395
Pizza Hut,215 King St E Bowmanville ON L1C 1P4,durham,control,1P4,82
Pizza Pizza,570 Longworth Ave Bowmanville ON L1C 1E8,durham,control,1E8,577
Pizza Pizza,129 King St E Oshawa ON L1H 1C2,durham,control,1C2,1440
Pizza Pizza,6 Brock St W Uxbridge ON L9P 1P2,durham,control,1P2,597
Pizza Pizza,532 Simcoe St S Oshawa ON L1H 4J8,durham,control,4J8,956
Pizza Pizza,621 King St E Oshawa ON L1H 1G3,durham,control,1G3,1842
Pizza Pizza,65 Kingston Rd E Ajax ON,durham,control, ON,1047
Popeyes,3-2 Douglas Rd Uxbridge ON L9P 1S9,durham,control,1S9,1120
Popeyes,1365 Wilson Rd N Oshawa ON L1K 2Z5,durham,control,2Z5,1414
Popeyes Louisiana,2-1800 Simcoe St N Oshawa ON L1G 4X9,durham,control,4X9,607
Quiznos Sub,3-1288 Ritson Rd N Ohsawa ON L1G 8B2,durham,control,8B2,660
Simcoe St United Church,66 Simcoe St S Oshawa ON L1H 4G3,durham,control,4G3,1387
Skyway Cafe,9-1200 Airport Blvd Oshawa ON L1J 8P5,durham,control,8P5,545
South St Burger Co.,12-1105 Kingston Rd Pickering ON L1V 1B5,durham,control,1B5,992
Square Boy Pizza,355 Wentworth St W Oshawa ON L1J 6G5,durham,control,6G5,1691
Starbucks,80 Thickson Rd S Whitby ON L1N 7T2,durham,control,7T2,1994
Starbucks Coffee #4911,3940 Brock St N Whitby ON L1R 3E1,durham,control,3E1,1543
Stefano's Pizzeria,1-2363 Taunton Rd E Hampton ON L0B 1J0,durham,control,1J0,1160
Stuttering John's Smokehouse,160 Baseline Rd E Bowmanville ON L1C 1A2,durham,control,1A2,1651
Subway,17-1355 Kingston Rd Pickering ON L1V 1B8,durham,control,1B8,4
Subway,11-1822 Whites Rd Pickering ON L1V 4M1,durham,control,4M1,1110
Subway,H3-1535 Highway 7A Port Perry ON L9L 1B5,durham,control,1B5,594
Subway,122-1910 Dundas St E Whitby ON L1N 2L6,durham,control,2L6,1318
Taco Bell,FC10-419 King St W Oshawa ON L1J 5K8,durham,control,5K8,916
Taco Bell,80 Thickson Rd S Whitby ON L1W 3R1,durham,control,3R1,192
Taco Bell/KFC,15-1355 Kingston Rd Pickering ON L1V 1B8,durham,control,1B8,1649
The Nutty Chocolatier,182 Queen St Port Perry ON L9L 1B8,durham,control,1B8,1010
The Park CoWorking,182 Wellington St Bowmanville ON L1C 1W3,durham,control,1W3,71
The Zen Kitchen,619 Kingston Rd W Ajax ON L1S 6L9,durham,control,6L9,792
Tim Hortons,330 Rossland Rd E Ajax ON L1Z 0L9,durham,control,0L9,324
Tim Hortons,1 Paisley Ct Whitby ON L1N 9L2,durham,control,9L2,1551
Tim Hortons,605 Rossland Rd E Whitby ON L1N 6A3,durham,control,6A3,1873
Tim Hortons,3309 Simcoe St N Oshawa ON L1H 0S1,durham,control,0S1,1819
Tim Hortons,1903 Dundas St E Whitby ON L1N 2L5,durham,control,2L5,1591
Tim Hortons,87 Middlecote Dr Ajax ON L1T 0K3,durham,control,0K3,34
Tim Hortons,1805 Scugog St Port Perry ON L9L 1J4,durham,control,1J4,1702
Tim Hortons,1889 Scugog St Port Perry ON L9L 1H9,durham,control,1H9,294
Tim Hortons,251 Ritson Rd N Oshawa ON L1G 1Z7,durham,control,1Z7,1525
Tim Hortons,1799 Liverpool Rd Pickering ON L1V 1N2,durham,control,1N2,1291
Tim Hortons,1435 Bloor St Courtice ON L1E 2S3,durham,control,2S3,201
Tribute Communities Centre - Stand 1/Outdoor Area Prep,99 Athol St E Oshawa ON L1H 1J8,durham,control,1J8,867
Tribute Communities Centre- Stand 5,99 Athol St E Oshawa ON L1H 1J8,durham,control,1J8,628
Villa Madina,25-1355 Kingston Rd Pickering ON L1V 1B8,durham,control,1B8,1802
Vis a Vis Stone Pizza & Pasta,B5-1101 Kingston Rd Pickering ON L1V 1B5,durham,control,1B5,1419
Atikokan Hotel - Restaurant,400 Front St Atikokan ON P0T 1C0 Canada,northwestern,control,ada,123
Atikokan Nite Club Tavern - Restaurant,214 Burns St Atikokan ON P0T 1C0 Canada,northwestern,control,ada,14
Dino's Restaurant,206 Second St S Kenora ON P9N 1G2 Canada,northwestern,control,ada,1055
From the Grind Up,221 Scott St Fort Frances ON P9A 1G6 Canada,northwestern,control,ada,11
Howey Bay Motel,26 Hwy 105 Red Lake ON P0V 2M0 Canada,northwestern,control,ada,438
Husky Restaurant and Truck Stop,379 Government St Dryden ON P8N 2Z5 Canada,northwestern,control,ada,1367
Lake-Vu Restaurant & Gas Station,740 Lakeview Dr Kenora ON P9N 3P7 Canada,northwestern,control,ada,1587
Little Amik Grill,300 8th St E Fort Frances ON Canada,northwestern,control,ada,996
Mr. Sub - Fort Frances,215 Scott St Fort Frances ON P9A 1G8 Canada,northwestern,control,ada,571
Pape's Diner & Lounge,1230 Spruce St Ear Falls ON P0V 1T0 Canada,northwestern,control,ada,559
Pizza Hut - Dryden,397 Government St Dryden ON P8N 2P4 Canada,northwestern,control,ada,1083
Plaza Restaurant,125 Main St S Kenora ON P9N 1T1 Canada,northwestern,control,ada,657
Rebel Cafe,132 Matheson St S Kenora ON P9N 1T8 Canada,northwestern,control,ada,206
Red Lake Golf and Country Club,1541 Hwy 125 Balmertown ON P0V 1C0 Canada,northwestern,control,ada,1870
Roy Lane,84 1/2 Front St Sioux Lookout ON P8T 1B7 Canada,northwestern,control,ada,890
Subway - Dryden,460 Government St Dryden ON P8N 2P5 Canada,northwestern,control,ada,1404
Sushi 251,251 Second St S Kenora ON P9N 1G1 Canada,northwestern,control,ada,535
The Pickle Lake Hotel,6 Koval St Pickle Lake ON P0V 3A0 Canada,northwestern,control,ada,1863
Tim Hortons - Red Lake,5 Hughs Cr Red Lake ON Canada,northwestern,control,ada,490
Willard Lake Resort Restaurant,Hwy 17 E Kenora (Unorganized) ON P0X 1H0 Canada,northwestern,control,ada,1139
Woods Quality Bakery,214 Fourth St Rainy River ON P0W 1L0 Canada,northwestern,control,ada,620
Almondo's,1220 9th St N Kenora ON P9N 2T7 Canada,northwestern,control,ada,369
Casual's Convenience Store and Take Out,1 Patricia Ave Pickle Lake ON P0V 3A0 Canada,northwestern,control,ada,1681
Domino's Pizza - Dryden,14-539 Government St Dryden ON P8N 2P6 Canada,northwestern,control,ada,1989
Gill's Trading Post,5701C Hwy 71 Sioux Narrows ON P0X 1N0 Canada,northwestern,control,ada,1299
Spud and Dog,140 Howey St Red Lake ON P0V 2M0 Canada,northwestern,control,ada,1643
Sunset Strip Husky,1401 Hwy 17 E Kenora ON P9N 1M1 Canada,northwestern,control,ada,997
A & W,533 Broadway St Tillsonburg ON N4G 3S8,southwestern,control,3S8,1908
Big D's Sandwich Shack,220 Springbank Ave Woostock ON N4S 7R2,southwestern,control,7R2,618
"Bistro, The",625 Talbot St St. Thomas ON N5P 1C6,southwestern,control,1C6,503
Braxton's Tap and Grill,1093 Talbot St St Thomas ON N5P 1G4,southwestern,control,1G4,1710
Burger King,540 Broadway St N. Tillsonburg ON N4G 3S7,southwestern,control,3S7,1463
