Facility Name,Site Address,Facility Type,Last Inspection Date
Popeye's Chicken,2854 Howard Ave Windsor ON N8X 3Y5,Restaurant (Fast Food),28-Sep-2020
Presotea Windsor,2195 Wyandotte St W Windsor ON N9B 1K1,Restaurant (Fast Food),29-Oct-2020
Q-Tea Asian Food & Bubble Tea,1-3211 Sandwich St W Windsor ON N9C 1A9,Restaurant (Fast Food),10-Mar-2020
Quesada Burittos & Tacos,3041 Dougall Ave Windsor ON N9E 1S3,Restaurant (Fast Food),24-Sep-2020
Quesada Burritos & Tacos,F3-4450 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),02-Nov-2020
Red Lantern Coffee Co.,4 Main St W Kingsville ON N9Y 1H1,Restaurant (Fast Food),23-Oct-2020
River's Edge Tap & Table,494 Riverdale Rd Windsor ON N8S 4B6,Restaurant (Fast Food),02-Sep-2020
Sakhos Pizzeria,2-2405 Dougall Ave Windsor ON N8X 1T3,Restaurant (Fast Food),07-Feb-2020
Salute Wine Bar,8-1745 Sprucewood Ave Lasalle ON N9J 3Z1,Restaurant (Fast Food),
Sam Street Food,1030 Walker Road Windsor ON N8Y 2N5,Restaurant (Fast Food),27-Jan-2021
Sam's Pizzeria & Cantina,2215 Wyandotte St W Windsor ON N9B 1K3,Restaurant (Fast Food),24-Sep-2020
Sandwich Teen Action Group,3735 King St Windsor ON N9C 1P7,Restaurant (Fast Food),11-Dec-2020
Schezwan Kitchen,6-3041 Dougall Ave Windsor ON N9E 1X3,Restaurant (Fast Food),04-Nov-2020
Shawarma Castle,2130 Wyandotte St W Windsor ON N9B 1J9,Restaurant (Fast Food),06-Jan-2021
Shawarma Palace,276 Ouellette Ave Windsor ON N9A 1A5,Restaurant (Fast Food),22-Sep-2020
Shawarma Queen,61 University Ave W Windsor ON N9A 5N8,Restaurant (Fast Food),09-Dec-2020
Silver Tee Virtual Gaming Center,1360 Highway 3 Tecumseh ON N0R 1L0,Restaurant (Fast Food),25-Aug-2020
Simon's Prime Hamburgers,256 Ouellette Ave Windsor ON N9A 1A5,Restaurant (Fast Food),19-Oct-2020
Sir Cedric's,2010 Front Rd LaSalle ON N9J 2B9,Restaurant (Fast Food),13-Nov-2020
Sky Zone,24-7654 Tecumseh Rd E Windsor ON N8T 1E9,Restaurant (Fast Food),22-Jan-2020
Smash Tomato,1-1291 Wyandotte St E Windsor Ontario N9A 3K6,Restaurant (Fast Food),25-Mar-2020
Soup R Salads,2-2240 Wyandotte St W Windsor ON N9B 1K2,Restaurant (Fast Food),04-Jan-2021
Spiritual Soldiers Coffee Compound,1015 Erie St E Windsor ON N9A 3Z2,Restaurant (Fast Food),08-Jan-2020
Spys,104-475 Tecumseh Rd E Windsor ON N8X 4W5,Restaurant (Fast Food),12-Feb-2020
St. Clair College - Booster Juice,2000 Talbot Rd Windsor ON N9A 6S4,Restaurant (Fast Food),18-Nov-2020
St. Clair College - Tim Horton's,2000 Talbot Rd Windsor ON N9A 6S4,Restaurant (Fast Food),08-Apr-2019
Starbucks,3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),19-Jun-2020
Starbucks,3920 Dougall Ave Windsor ON N9G 1X1,Restaurant (Fast Food),23-Oct-2020
Starbucks,4450 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),06-Nov-2020
Starbucks,291 Erie St S Leamington ON N8H 3C7,Restaurant (Fast Food),
Starbucks,1690 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Fast Food),08-Oct-2020
Starbucks,5790 Malden Rd LaSalle ON N9H 1S4,Restaurant (Fast Food),07-Dec-2020
Starbucks,3-3065 Howard Ave Windsor ON N1M 3N7,Restaurant (Fast Food),19-Jun-2020
Starbucks,195 Commercial Blvd Tecumseh ON N9K 1G5,Restaurant (Fast Food),09-Mar-2020
Starbucks,6638 Tecumseh Rd E Windsor ON N9T 1E6,Restaurant (Fast Food),20-Jul-2020
Starvin Like Marvin,2475 McDougall Ave Windsor ON N8X 3N9,Restaurant (Fast Food),
Sub and Gyros Store,11897 Tecumseh Rd E Tecumseh ON N8N 1L8,Restaurant (Fast Food),22-Jan-2021
Sub King Plus,4-3041 Dougall Ave Windsor ON N9E 1S3,Restaurant (Fast Food),20-Jan-2021
Subway,11500 Tecumseh Rd E Windsor ON N8N 1L7,Restaurant (Fast Food),28-Feb-2020
Subway,6630 Tecumseh Rd E Windsor ON N8T 1E6,Restaurant (Fast Food),17-Jun-2020
Subway,1320 Walker Rd Windsor ON N8Y 4T9,Restaurant (Fast Food),09-Oct-2020
Subway,1-313 Main St E Kingsville ON N9Y 1A7,Restaurant (Fast Food),05-Feb-2020
Subway,341 Talbot St N Essex ON N8M 1A7,Restaurant (Fast Food),
Subway,2055 Sandwich W Pkwy LaSalle ON N9H 2E1,Restaurant (Fast Food),24-Feb-2020
Subway,5848 Malden Rd LaSalle ON N9H 1S4,Restaurant (Fast Food),18-Sep-2020
Subway,13300 Tecumseh Rd E Tecumseh ON N8N 1A4,Restaurant (Fast Food),13-Jan-2020
Subway,416 Notre Dame St Belle River ON N0R 1A0,Restaurant (Fast Food),15-Jul-2020
Subway,440-300 Tecumseh Rd E Windsor ON N8X 2R3,Restaurant (Fast Food),07-Aug-2020
Subway,2424 University Ave W Windsor ON N9B 1E9,Restaurant (Fast Food),09-Oct-2020
Subway,3025 Manning Rd Maidstone ON N0R 1K0,Restaurant (Fast Food),08-Oct-2020
Subway,3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),17-Nov-2020
Subway,10-2224 Walker Rd Windsor ON N8W 5L7,Restaurant (Fast Food),16-Dec-2020
Subway,33 University Ave W Windsor ON N9A 5N8,Restaurant (Fast Food),28-Oct-2020
Subway,127 Talbot Rd W Leamington ON N8H 1N2,Restaurant (Fast Food),02-Oct-2020
Subway,3392 Dougall Ave Windsor ON N9E 1S3,Restaurant (Fast Food),04-Nov-2020
Subway,204 Lauzon Rd Windsor ON N8T 3W2,Restaurant (Fast Food),20-Jan-2021
Subway,3-2470 Dougall Ave Windsor ON N8X 1T2,Restaurant (Fast Food),29-Sep-2020
Subway,2-357 Queen St Harrow ON N0R 1G0,Restaurant (Fast Food),12-Feb-2020
Subway,19325 Cty Rd 42 Tilbury ON N0P 2L0,Restaurant (Fast Food),15-Nov-2019
Subway,3920 Dougall Ave Windsor ON N9E 4P5,Restaurant (Fast Food),18-Nov-2020
Subway,2760 Howard Ave Windsor ON N8X 3X6,Restaurant (Fast Food),19-Feb-2020
Subway,1995 Lens Ave Windsor ON N8W 1L5,Restaurant (Fast Food),29-Oct-2020
Subway,2000 Talbot Rd W Windsor ON N9A 6S4,Restaurant (Fast Food),24-Sep-2019
Subway,270 Erie St S Leamington ON N8H 3C5,Restaurant (Fast Food),05-Nov-2020
Subway,1690 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Fast Food),07-Oct-2020
Subway,218-3200 Deziel Dr Windsor ON N8W 5K8,Restaurant (Fast Food),16-Dec-2020
Subway,486 Advance Blvd Tecumseh ON N8N 0B8,Restaurant (Fast Food),10-Dec-2020
Subway,4630 Wyandotte St E Windsor ON N8Y 1H5,Restaurant (Fast Food),17-Jan-2020
Subway,7654 Tecumseh Rd E Windsor ON N8T 3H1,Restaurant (Fast Food),30-Dec-2020
Subway,3090 Legacy Park Dr Windsor ON N8W 5S6,Restaurant (Fast Food),15-Oct-2020
Subway,473 Sandwich St S Amherstburg ON N9V 3G5,Restaurant (Fast Food),21-Jan-2020
Subway,981 Front Rd Lasalle ON N9J 2A5,Restaurant (Fast Food),13-Oct-2020
Subway,4551 Tecumseh Rd E Windsor ON N8W 1K6,Restaurant (Fast Food),05-Nov-2019
Subway,6-4072 Walker Rd. Windsor ON N8W 3T5,Restaurant (Fast Food),11-Sep-2020
Subway,7847 Tecumseh Rd E Windsor ON N8T 1G3,Restaurant (Fast Food),23-Jun-2020
Sugar Marmalade,2020 Wyandotte St W Windsor ON N9B 1J7,Restaurant (Fast Food),18-Dec-2019
Swiss Chalet/Harvey's,262 Erie St S Leamington ON N8H 3C5,Restaurant (Fast Food),02-Dec-2020
Swiss Chalet/Harvey's,500 Manning Rd Tecumseh ON N8N 5H3,Restaurant (Fast Food),21-Jan-2021
Taco Bell,FCU2-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),16-Nov-2020
Taco Bell,1655 Manning Rd Windsor ON N8N 5B5,Restaurant (Fast Food),27-Jan-2021
Taco Bell,1790 Huron Church Rd Windsor ON N9C 2L4,Restaurant (Fast Food),23-Jul-2020
Taco Bell,3419 Tecumseh Rd E Windsor ON N8W 1H5,Restaurant (Fast Food),28-Oct-2019
Taco Bell,3054 Dougall Ave Windsor ON N9E 1S4,Restaurant (Fast Food),09-Jan-2020
Taco Bell,6707 Tecumseh Rd E Windsor ON N8T 1E8,Restaurant (Fast Food),21-Jul-2020
Taco Bell,300 Tecumseh Rd E Windsor ON N8X 5E8,Restaurant (Fast Food),19-Feb-2020
Tarboosh Bakery,130-3850 Dougall Ave Windsor ON N9G 1X2,Restaurant (Fast Food),18-Nov-2020
Taystee Grill,2-3001 Dougall Windsor ON N9E 0A2,Restaurant (Fast Food),20-Jan-2021
Tea Station,Upper-2130 Wyandotte St W Windsor ON N9B 1J9,Restaurant (Fast Food),21-Sep-2020
Thai Express,FCU 11-3100 Howard Avenue Windsor ON N8X 3Y8,Restaurant (Fast Food),31-Jul-2020
The New Lauzon Landing,1545 Lauzon Rd Windsor ON N8S 3N4,Restaurant (Fast Food),22-Jan-2021
The Plant Base,B-126 Richmond St Amherstburg ON N9V 1G4,Restaurant (Fast Food),29-Oct-2019
Tim Hortons,4560 Howard Ave Windsor ON N9G 1P4,Restaurant (Fast Food),05-Oct-2020
Tim Hortons,5775 Malden Rd LaSalle ON N9E 3W1,Restaurant (Fast Food),31-Aug-2020
Tim Horton's,11845 Tecumseh Rd E Tecumseh ON N8N 1M1,Restaurant (Fast Food),15-Dec-2020
Tim Horton's,3579 Tecumseh Rd E Windsor ON N8W 1H5,Restaurant (Fast Food),20-Feb-2020
Tim Horton's,6605 Tecumseh Rd E Windsor ON N8T 1E7,Restaurant (Fast Food),24-Jun-2020
Tim Horton's,380 Maidstone Rd W Essex ON N8M 2X6,Restaurant (Fast Food),
Tim Horton's,5515 Ojibway Pkwy Windsor ON N9C 3Y4,Restaurant (Fast Food),14-Dec-2020
Tim Horton's,535 Sandwich St S Amherstburg ON N9V 2B2,Restaurant (Fast Food),26-Aug-2020
Tim Horton's,1995 Lens Ave Windsor ON N8W 1L5,Restaurant (Fast Food),29-Oct-2020
Tim Horton's,7852 Wyandotte St E Windsor ON N8S 1S9,Restaurant (Fast Food),29-Dec-2020
Tim Horton's,13300 Tecumseh Rd E Tecumseh ON N8M 4L8,Restaurant (Fast Food),01-Oct-2020
Tim Horton's,2540 Ouellette Ave Windsor ON N8X 1L7,Restaurant (Fast Food),29-Dec-2020
Tim Horton's,1 Riverside Dr W Windsor ON N9A 5K3,Restaurant (Fast Food),06-Jan-2020
Tim Horton's,486 Tecumseh Rd E Windsor ON N8X 2R8,Restaurant (Fast Food),17-Jan-2020
Tim Horton's,9950 Tecumseh Rd E Windsor ON N8S 3N4,Restaurant (Fast Food),03-Mar-2020
Tim Horton's,3090 Tecumseh Rd E Windsor ON N8W 1G8,Restaurant (Fast Food),15-Dec-2020
Tim Horton's,1030 Ouellette Ave Windsor ON N9A 1E1,Restaurant (Fast Food),20-Mar-2019
Tim Horton's,3472 Walker Rd Windsor ON N8W 3S5,Restaurant (Fast Food),21-Jul-2020
Tim Horton's,1411 Ouellette Ave Windsor ON N8X 1K1,Restaurant (Fast Food),29-Dec-2020
Tim Horton's,3075 Manning Rd Maidstone ON N0R 1K0,Restaurant (Fast Food),29-May-2019
Tim Horton's,2 Cty Rd 46 Maidstone ON N0R 1K0,Restaurant (Fast Food),29-Mar-2019
Tim Horton's,1920 Ottawa St Windsor ON N8Y 1R7,Restaurant (Fast Food),04-Dec-2019
Tim Horton's,FCU3-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Fast Food),07-Feb-2019
Tim Horton's,335 Main St E Kingsville ON N9Y 1A7,Restaurant (Fast Food),18-Dec-2020
Tim Horton's,250 Erie St S Leamington ON N8H 3C2,Restaurant (Fast Food),03-Dec-2020
Tim Horton's,3136 Jefferson Blvd Windsor ON N8T 3E8,Restaurant (Fast Food),17-Jun-2020
Tim Horton's,1891 Front Rd LaSalle ON N9J 2B8,Restaurant (Fast Food),19-Jan-2021
Tim Horton's,7010 Industrial Dr Comber ON N0P 1J0,Restaurant (Fast Food),27-Jan-2021
Tim Horton's,3901 Sandwich St Windsor ON N9C 4H7,Restaurant (Fast Food),15-Oct-2020
Tim Horton's,581 Notre Dame St Belle River ON N0R 1A0,Restaurant (Fast Food),31-Jul-2020
Tim Horton's,1421 Grand Marais Rd W Windsor ON N9E 4V1,Restaurant (Fast Food),16-Dec-2020
Tim Horton's,3850 Dougall Ave Windsor ON N9G 1X2,Restaurant (Fast Food),06-Nov-2020
Tim Horton's,2854 Howard Ave Windsor ON N8X 3Y5,Restaurant (Fast Food),09-Sep-2020
Tim Horton's,185 Erie St N Leamington ON N8H 3B9,Restaurant (Fast Food),05-Jan-2021
Tim Horton's,5250 Walker Rd Windsor ON N9A 6J3,Restaurant (Fast Food),11-Dec-2020
Tim Horton's,9 Maidstone Ave E Essex ON N8M 2J3,Restaurant (Fast Food),04-Nov-2019
Tim Horton's,1420 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Fast Food),21-Sep-2020
Tim Horton's,118 Queen St Harrow ON N0R 1G0,Restaurant (Fast Food),08-Dec-2020
Tim Horton's,3405 North Service Rd E Windsor ON N8W 5R7,Restaurant (Fast Food),14-Dec-2020
Tim Horton's,1501 Lauzon Rd Windsor ON N8S 3N4,Restaurant (Fast Food),01-Oct-2020
Tim Horton's,3998 Walker Rd Windsor ON N8W 3T3,Restaurant (Fast Food),24-Aug-2020
Tim Horton's,2750 Tecumseh Rd W Windsor ON N9B 3P9,Restaurant (Fast Food),27-Jan-2020
Tim Horton's,80 Park St E Windsor ON N9A 1G9,Restaurant (Fast Food),27-Jan-2021
Tim Horton's,1218 Cty Rd 22 Emeryville ON N0R 1C0,Restaurant (Fast Food),
Tim Horton's,1875 Huron Church Rd Windsor ON N9V 2L3,Restaurant (Fast Food),07-Dec-2020
Tim Horton's,939 Wyandotte St W Windsor ON N9A 5C7,Restaurant (Fast Food),22-Sep-2020
Tim Horton's,275 Tecumseh Rd W Windsor ON N8X 1G2,Restaurant (Fast Food),27-Oct-2020
Tim Horton's,5 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Fast Food),15-Jan-2021
Tim Horton's,2220 Wyandotte St E Windsor ON N8Y 1E7,Restaurant (Fast Food),07-Dec-2020
Tim Horton's,800 Wyandotte St E Windsor ON N9A 3J6,Restaurant (Fast Food),08-Jan-2021
Tim Horton's,525 University Ave W Windsor ON N9A 5R4,Restaurant (Fast Food),02-Sep-2020
Tim Horton's,7654 Tecumseh Rd E Windsor ON N8T 3N1,Restaurant (Fast Food),14-Jan-2020
Tim Horton's,2390 Walker Rd Windsor ON N8W 3P6,Restaurant (Fast Food),17-Jun-2020
Tim Horton's,255 Talbot Rd W Leamington ON N8H 1N8,Restaurant (Fast Food),04-Nov-2019
Turbo,285 Ouellette Ave Windsor ON N9A 4H9,Restaurant (Fast Food),23-Sep-2020
University of Windsor - Crocodile Grill,401 Sunset Ave Windsor ON N9B 3A8,Restaurant (Fast Food),08-Nov-2019
University of Windsor - Tim Horton's Express (CEI),2285 Wyandotte St W Windsor ON N9B 1K3,Restaurant (Fast Food),04-Feb-2020
University of Windsor - Tim Horton's: Dividends,401 Sunset Ave Windsor ON N9B 3A8,Restaurant (Fast Food),12-Nov-2019
Vollmer Culture & Recreational Complex,2121 Laurier Dr LaSalle ON N9J 0B4,Restaurant (Fast Food),25-Sep-2019
Wendy's,5 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Fast Food),15-Jan-2021
Wendy's,4450 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),07-Jan-2021
Wendy's,1590 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Fast Food),03-Dec-2020
Wendy's,5 Oak St W Leamington ON N8H 2B9,Restaurant (Fast Food),02-Oct-2020
Wendy's,7605 Tecumseh Rd E Windsor ON N8T 3H1,Restaurant (Fast Food),19-Jan-2021
Wendy's,81 Sandwich Street South Amherstburg ON N9V 1Z5,Restaurant (Fast Food),12-Aug-2020
Wendy's,55 Tecumseh Rd W Windsor ON N8X 4Y4,Restaurant (Fast Food),07-Oct-2020
WFCU Centre - Tim Horton's,8787 McHugh St Windsor ON N9A 3H6,Restaurant (Fast Food),19-Mar-2019
Windsor Biryani House,900 Ottawa St Windsor ON N8X 2E1,Restaurant (Fast Food),24-Jul-2020
Windsor Tea Emporium,1295 Ottawa Street Windsor ON N8X 2E5,Restaurant (Fast Food),
Yasir's Gyro Pita,1401 Wyandotte St E Windsor ON N9A 3L1,Restaurant (Fast Food),20-Jan-2021
Yophoria Froyo & More,5975 Malden Rd LaSalle ON,Restaurant (Fast Food),01-May-2019
